SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH
107831,0,Revolving loans,M,N,N,3,67514,124616,2186.25,106812.0,Working,Lower secondary,Widow,Office apartment,-10054,-8702,Drivers,2,Business Entity Type 2,0.556857,0.399561,0.278261,0.072614,-24629,-2888
107832,0,Cash loans,F,N,N,3,68116,265179,5003.38,207397.0,State servant,Secondary / secondary special,Separated,Municipal apartment,-19097,-13499,Private service staff,4,Construction,0.022552,0.358543,,0.012138,-24043,-5452
107833,0,Cash loans,F,N,N,0,247057,563913,26853.0,416339.0,Pensioner,Higher education,Widow,Co-op apartment,-19260,-906,Cleaning staff,4,Government,0.099823,0.522896,0.088337,0.035676,-11248,-3282
107834,0,Revolving loans,F,Y,Y,3,74655,108227,3731.97,104208.0,State servant,Lower secondary,Single / not married,Municipal apartment,-24902,-11254,Sales staff,3,Government,0.043919,0.545722,0.577651,0.011354,-23382,-27
107835,0,Cash loans,M,Y,N,0,62705,308977,14713.19,273516.0,Working,Higher education,Single / not married,Municipal apartment,-19635,-3751,Accountants,2,School,0.335514,0.608229,0.206101,0.052284,-17623,-3273
107836,0,Cash loans,F,Y,N,1,39481,312902,6385.76,246860.0,State servant,Lower secondary,Civil marriage,Co-op apartment,-16950,-7820,Private service staff,3,Trade: type 7,0.449779,,0.165956,0.046391,-13470,-3936
107837,0,Cash loans,F,Y,Y,0,71660,85927,2864.23,68992.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13256,-14705,Sales staff,3,Medicine,,0.030333,,0.059469,-3220,-6701
107838,0,Cash loans,F,Y,Y,0,44366,158392,3370.04,155388.0,Working,Incomplete higher,Civil marriage,Office apartment,-23953,-4901,Cooking staff,2,Medicine,0.431511,0.769851,0.371983,0.026547,-5215,-2538
107839,1,Cash loans,M,Y,N,0,146840,533086,9692.47,471211.0,Working,Higher education,Single / not married,Office apartment,-8198,-14255,Drivers,1,School,,0.499752,0.465463,0.039206,-10572,-304
107840,0,Cash loans,F,N,N,3,18458,136031,3487.97,104379.0,Pensioner,Secondary / secondary special,Widow,With parents,-11051,-2801,Laborers,3,Medicine,0.616877,0.312362,0.562842,0.00032,-24317,-1925
107841,0,Revolving loans,F,N,Y,0,42678,201142,3724.85,149462.0,Pensioner,Academic degree,Civil marriage,House / apartment,-17770,-5481,Cooking staff,2,Business Entity Type 3,0.479264,0.852156,,0.035209,-9596,-1213
107842,0,Revolving loans,F,Y,N,0,100024,264397,6295.17,,Working,Lower secondary,Separated,Rented apartment,-16061,-12958,Laborers,3,Business Entity Type 3,0.151774,0.741519,0.645079,0.03559,-1547,-4930
107843,0,Revolving loans,F,Y,N,0,159522,44197,833.91,40822.0,State servant,Academic degree,Single / not married,Rented apartment,-13939,-4926,Drivers,4,School,0.317828,0.685283,0.539144,0.065759,-20654,-2857
107844,0,Revolving loans,F,N,N,0,39389,97818,1778.51,69804.0,State servant,Secondary / secondary special,Married,House / apartment,-21743,-4277,nan,1,School,,0.58313,0.245409,0.003063,-24682,-60
107845,0,Cash loans,F,Y,N,1,57888,493185,30824.06,390228.0,State servant,Academic degree,Married,With parents,-24629,-7044,nan,2,Medicine,0.312007,0.610423,,0.038253,-19768,-4539
107846,0,Revolving loans,F,Y,Y,1,108290,258216,14345.33,204088.0,Commercial associate,Academic degree,Separated,Co-op apartment,-9220,-13863,Laborers,4,Medicine,0.087206,0.228531,0.792709,0.072746,-18284,-2788
107847,0,Revolving loans,M,N,N,2,192100,393526,17887.55,349337.0,Working,Academic degree,Separated,Co-op apartment,-13809,-14941,Managers,2,School,0.368528,0.51986,0.315013,0.02117,-4558,-6508
107848,0,Revolving loans,F,Y,N,0,89863,141006,10071.86,106404.0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-22223,-9358,Accountants,3,XNA,0.134689,0.419451,,0.019795,-3130,-3444
107849,0,Revolving loans,F,N,Y,0,17345,271232,11301.33,224402.0,State servant,Secondary / secondary special,Married,Rented apartment,-8923,-9181,Private service staff,3,XNA,0.522671,0.10338,,0.05692,-15830,-2909
107850,0,Cash loans,M,N,N,1,356809,540011,24545.95,465639.0,Pensioner,Higher education,Civil marriage,With parents,-14270,-13363,nan,3,Medicine,0.244467,0.289892,0.579071,0.008094,-10240,-6727
107851,0,Cash loans,F,N,N,1,63304,50086,3339.07,48822.0,Commercial associate,Lower secondary,Married,House / apartment,-8216,-9882,Core staff,2,Business Entity Type 2,0.083248,0.540926,,0.013597,-15329,-1445
107852,0,Revolving loans,F,N,N,1,72274,199981,5127.72,158929.0,Working,Academic degree,Married,Municipal apartment,-20013,-6720,nan,3,Self-employed,,0.324101,,0.017463,-9666,-5273
107853,0,Cash loans,F,N,N,2,90864,744847,19098.64,565901.0,Working,Incomplete higher,Separated,Rented apartment,-12940,-8488,Medicine staff,2,Medicine,0.282182,0.721782,0.233998,0.061378,-16702,-6420
107854,0,Cash loans,M,N,N,0,68764,522232,20889.28,489502.0,Pensioner,Lower secondary,Separated,House / apartment,-23456,-10621,Cooking staff,2,Business Entity Type 3,0.165838,0.428181,,0.050911,-15982,-2478
107855,0,Cash loans,M,Y,N,1,149563,530653,9149.19,432996.0,Working,Lower secondary,Married,With parents,-9190,-1679,Medicine staff,3,Construction,0.246845,0.8592,0.133959,0.00903,-9924,-475
107856,0,Revolving loans,M,Y,Y,1,57086,155341,5356.59,147713.0,Commercial associate,Secondary / secondary special,Separated,With parents,-17771,-10099,Private service staff,3,Other,0.340098,0.735139,0.340566,0.005673,-20217,-3514
107857,0,Revolving loans,M,Y,N,2,56760,112655,7040.94,85085.0,State servant,Academic degree,Married,Municipal apartment,-15384,-2205,Cooking staff,4,Business Entity Type 3,,0.460722,0.429006,0.073583,-23863,-152
107858,0,Cash loans,M,N,Y,1,117052,548686,36579.07,444607.0,Pensioner,Lower secondary,Widow,With parents,-23200,-11456,nan,2,School,0.118239,0.859229,,0.046541,-6070,-985
107859,0,Cash loans,M,Y,N,1,89882,3812385,92985.0,3583554.0,Working,Secondary / secondary special,Separated,With parents,-9585,-14606,Private service staff,3,Construction,0.228902,0.254089,0.433838,0.045579,-12518,-2433
107860,0,Revolving loans,F,N,Y,1,46335,65540,2520.77,60987.0,Pensioner,Incomplete higher,Widow,Co-op apartment,-11368,-7468,Managers,2,Other,,0.605909,0.296087,0.029678,-12437,-2556
107861,1,Cash loans,M,N,N,0,121126,165352,2952.71,137610.0,Commercial associate,Lower secondary,Single / not married,Co-op apartment,-13665,-568,Cleaning staff,3,XNA,0.290717,0.655935,,0.027959,-4937,-1376
107862,0,Revolving loans,M,N,Y,3,107913,30044,577.77,26067.0,Pensioner,Incomplete higher,Separated,With parents,-9373,-14778,Medicine staff,1,Trade: type 7,0.36604,0.102942,0.285506,0.026134,-15002,-2046
107863,0,Revolving loans,F,N,Y,0,74608,62148,1129.96,46567.0,Commercial associate,Academic degree,Married,With parents,-12381,-8358,Cleaning staff,3,Business Entity Type 3,,,,0.061881,-11624,-1784
107864,0,Revolving loans,F,Y,Y,0,180486,1565969,68085.61,1155080.0,State servant,Lower secondary,Civil marriage,Office apartment,-8554,-11093,Cooking staff,1,Business Entity Type 3,0.286202,0.564537,,0.067382,-19002,-4911
107865,0,Cash loans,F,N,N,0,84281,394753,20776.47,377016.0,Commercial associate,Higher education,Married,Office apartment,-18132,-1794,Laborers,3,Government,0.300772,0.438581,0.288309,0.030727,-23740,-139
107866,0,Cash loans,M,N,N,1,75233,75967,1433.34,74491.0,State servant,Academic degree,Widow,Rented apartment,-25053,365243,Laborers,3,Business Entity Type 2,0.583988,0.699658,,0.034877,-7024,-5521
107867,0,Revolving loans,F,Y,Y,0,115116,544675,12103.89,480810.0,Commercial associate,Academic degree,Separated,Municipal apartment,-11559,-3874,Sales staff,3,Business Entity Type 3,0.420918,,0.046125,0.070521,-9242,-2153
107868,0,Cash loans,F,Y,N,0,970227,616404,12328.08,485233.0,Commercial associate,Higher education,Single / not married,Rented apartment,-25323,-4305,Drivers,2,Trade: type 7,,0.747514,0.316817,0.075493,-2961,-3804
107869,1,Revolving loans,F,Y,Y,0,106628,488191,10612.85,415187.0,State servant,Incomplete higher,Widow,Co-op apartment,-19233,-1935,Accountants,3,Other,,0.699349,0.328254,0.041973,-10797,-90
107870,0,Revolving loans,F,N,N,2,62180,208646,5216.15,166134.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-15461,-177,Private service staff,4,Self-employed,,0.425173,0.271275,0.02547,-15626,-1479
107871,0,Revolving loans,M,Y,Y,0,85920,227877,5696.93,206577.0,State servant,Incomplete higher,Widow,Rented apartment,-10446,-13657,Private service staff,2,Trade: type 7,0.182199,0.475214,0.404862,0.059887,-15512,-1175
107872,0,Revolving loans,F,N,Y,0,81887,610518,10347.76,532032.0,State servant,Lower secondary,Single / not married,Co-op apartment,-11060,365243,Sales staff,3,Other,,0.527684,,0.029668,-19942,-6038
107873,0,Revolving loans,M,N,Y,1,22513,83038,1566.75,72973.0,Working,Lower secondary,Separated,House / apartment,-14832,-10622,Cooking staff,3,Business Entity Type 3,,0.3897,,0.022601,-17786,-4908
107874,0,Cash loans,F,Y,Y,0,146251,281839,8289.38,238727.0,State servant,Lower secondary,Single / not married,Co-op apartment,-16132,-8082,Core staff,2,Business Entity Type 2,0.241624,,0.471054,0.071648,-4492,-3613
107875,0,Revolving loans,M,Y,N,3,214961,58019,2762.81,42592.0,State servant,Incomplete higher,Separated,Office apartment,-14774,365243,Accountants,2,Other,0.217264,0.572245,0.074577,0.018577,-13644,-843
107876,0,Cash loans,M,Y,Y,0,34251,162645,5608.45,132191.0,State servant,Secondary / secondary special,Widow,House / apartment,-15356,-2129,Laborers,3,Government,0.057628,0.524628,0.682418,0.000427,-12136,-6172
107877,0,Revolving loans,F,N,N,3,126202,847738,18838.62,759515.0,State servant,Secondary / secondary special,Separated,Office apartment,-10972,-1391,Medicine staff,2,Trade: type 7,,0.452672,,0.037369,-11296,-5192
107878,0,Revolving loans,M,Y,Y,3,107652,286425,8950.78,279501.0,Working,Academic degree,Single / not married,Office apartment,-18946,-551,Cooking staff,2,Trade: type 7,0.503178,0.735403,0.106167,0.005702,-10999,-3017
107879,0,Cash loans,F,Y,N,3,69632,245204,4301.82,226156.0,Commercial associate,Lower secondary,Separated,Municipal apartment,-14558,-9700,Laborers,3,Construction,0.321198,0.717248,0.137168,0.032098,-16515,-5158
107880,0,Cash loans,F,N,Y,1,140008,186940,6923.7,149894.0,Commercial associate,Higher education,Separated,Municipal apartment,-23072,-3035,Medicine staff,3,Other,0.047343,,0.617369,0.033168,-9006,-2622
107881,0,Revolving loans,F,N,Y,0,24621,1230574,21589.02,976605.0,Working,Academic degree,Widow,Rented apartment,-14834,-8457,Cooking staff,2,Construction,0.324603,0.442891,0.140104,0.033952,-15542,-1513
107882,0,Revolving loans,F,N,N,0,161478,488347,25702.47,407448.0,Working,Incomplete higher,Separated,Co-op apartment,-25268,-2602,Cleaning staff,4,Trade: type 7,0.664931,0.328247,,0.010296,-17583,-6492
107883,0,Revolving loans,F,Y,Y,0,60230,279819,6218.2,226174.0,Commercial associate,Incomplete higher,Separated,Office apartment,-11706,-12511,Accountants,1,Business Entity Type 2,,0.855526,0.788694,0.079007,-6009,-4496
107884,0,Revolving loans,M,Y,Y,0,20743,160107,3139.35,,Working,Secondary / secondary special,Widow,Office apartment,-7631,-14765,Laborers,3,Government,0.264429,0.333797,0.535966,0.049786,-11678,-5207
107885,0,Cash loans,M,Y,N,1,140579,489767,8592.4,395096.0,Commercial associate,Academic degree,Separated,House / apartment,-9373,-66,Cooking staff,1,Construction,,,,0.018769,-24224,-1465
107886,0,Revolving loans,M,N,Y,1,613555,154632,2620.88,111527.0,Pensioner,Higher education,Civil marriage,Office apartment,-21440,365243,Medicine staff,2,School,0.359982,0.756611,0.237562,0.06914,-13213,-280
107887,0,Revolving loans,M,N,Y,0,57925,293395,13336.14,220790.0,Commercial associate,Academic degree,Married,House / apartment,-18901,-9055,Sales staff,1,Business Entity Type 2,,0.364366,0.324081,0.028838,-11331,-5900
107888,0,Revolving loans,M,N,N,3,84953,301404,7728.31,264085.0,Pensioner,Higher education,Married,Co-op apartment,-17741,-4074,Cleaning staff,4,Business Entity Type 2,0.293644,0.667434,0.371909,0.068331,-1224,-5747
107889,0,Revolving loans,F,Y,Y,1,527046,398563,8303.4,284591.0,Commercial associate,Academic degree,Married,Co-op apartment,-18264,-6280,Cooking staff,4,Business Entity Type 2,0.096722,0.361309,0.29461,0.041715,-1496,-2881
107890,0,Revolving loans,F,N,N,1,52081,907288,31285.79,662382.0,Commercial associate,Higher education,Civil marriage,Rented apartment,-19303,-4028,Core staff,4,XNA,,0.323334,,0.068,-23966,-3700
107891,0,Revolving loans,F,N,N,1,128463,127791,2839.8,110331.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-12741,-13137,Medicine staff,2,Government,0.382936,0.481869,0.181275,0.008658,-4830,-3489
107892,0,Cash loans,F,N,N,2,96260,232560,5055.65,224241.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12608,-6621,Managers,4,Business Entity Type 2,0.321253,0.038103,0.288881,0.048735,-1842,-691
107893,0,Cash loans,F,N,Y,1,59965,311087,6762.76,264186.0,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,-9997,-1694,Private service staff,3,Business Entity Type 3,,0.743095,,0.024829,-4057,-4044
107894,0,Cash loans,F,Y,N,3,380126,592433,14810.83,559547.0,State servant,Incomplete higher,Married,Co-op apartment,-23116,-11130,Private service staff,2,Self-employed,0.420866,0.456577,,0.063608,-13426,-3496
107895,0,Cash loans,M,N,N,1,162066,272017,5787.6,267401.0,Commercial associate,Higher education,Married,With parents,-13573,-659,Managers,3,Government,0.104686,,,0.001698,-114,-799
107896,0,Cash loans,F,N,N,3,71300,75085,2208.38,60769.0,State servant,Incomplete higher,Separated,Municipal apartment,-7528,-7731,Cooking staff,2,Business Entity Type 2,0.36761,0.473611,0.355967,0.064339,-21871,-6982
107897,0,Cash loans,M,N,N,0,96246,355589,9117.67,279600.0,Pensioner,Lower secondary,Widow,With parents,-16145,-13543,Medicine staff,1,Business Entity Type 3,0.733136,0.461044,0.532624,0.039696,-21758,-579
107898,1,Revolving loans,M,Y,N,2,185044,110321,5806.37,81293.0,Working,Lower secondary,Separated,With parents,-14160,-9366,Managers,3,Other,0.338841,0.623122,,0.042301,-21639,-2693
107899,0,Revolving loans,F,Y,Y,1,180984,327960,8863.78,312050.0,Working,Higher education,Single / not married,Office apartment,-8064,-7171,Laborers,4,Business Entity Type 2,0.188928,0.58674,0.20951,0.03295,-12745,-985
107900,0,Cash loans,M,Y,N,3,70701,544878,30271.0,432614.0,Pensioner,Lower secondary,Separated,Rented apartment,-19241,-4370,Sales staff,3,Government,0.317373,0.683689,0.041085,0.032082,-16701,-1694
107901,0,Revolving loans,M,N,Y,1,67868,215906,11994.78,210942.0,Commercial associate,Academic degree,Widow,Co-op apartment,-25268,-9953,Private service staff,2,Trade: type 7,,0.295563,,0.073491,-24349,-1423
107902,0,Cash loans,M,Y,N,1,93734,173475,6425.0,147595.0,State servant,Lower secondary,Separated,Co-op apartment,-16775,-8125,Cleaning staff,2,XNA,0.133392,0.499968,,0.072128,-2869,-4980
107903,0,Cash loans,F,Y,Y,1,64388,205922,3490.2,158837.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-19301,-3293,Sales staff,2,Government,0.213374,0.778912,,0.032249,-20411,-6516
107904,0,Revolving loans,M,Y,N,3,17146,174171,4976.31,123591.0,Working,Secondary / secondary special,Widow,Rented apartment,-22932,365243,Managers,2,Business Entity Type 3,0.609802,0.71431,0.112129,0.016036,-23210,-5716
107905,0,Revolving loans,M,N,Y,3,225919,395138,14112.07,314187.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-7329,-13407,Core staff,2,Business Entity Type 3,0.089537,0.593731,0.166679,0.014461,-6546,-5081
107906,0,Revolving loans,M,N,Y,0,231972,226954,6133.89,166687.0,Commercial associate,Incomplete higher,Separated,With parents,-9667,-3999,Managers,2,School,0.233324,0.3383,,0.056538,-23186,-1423
107907,0,Revolving loans,M,Y,Y,0,149980,153797,7689.85,135859.0,State servant,Secondary / secondary special,Widow,With parents,-22719,-8063,nan,3,Business Entity Type 3,0.178713,0.380823,0.31592,0.008541,-21741,-3932
107908,0,Cash loans,M,N,N,0,83894,128402,2334.58,111440.0,State servant,Lower secondary,Civil marriage,Municipal apartment,-10397,-624,Sales staff,4,Other,,0.675267,0.103012,0.04888,-10244,-2282
107909,0,Revolving loans,M,N,N,0,123702,666831,13075.12,518435.0,Pensioner,Secondary / secondary special,Married,Office apartment,-16612,-1919,Medicine staff,2,XNA,0.077115,0.646044,0.209345,0.046636,-19584,-4539
107910,1,Revolving loans,F,N,Y,0,27328,124287,6904.83,,State servant,Incomplete higher,Single / not married,Office apartment,-15057,-2722,Accountants,3,Construction,0.301104,0.477557,,0.033332,-4710,-4760
107911,0,Revolving loans,M,N,N,1,68310,233345,8642.41,191418.0,Pensioner,Higher education,Single / not married,Office apartment,-16570,-10696,Sales staff,3,Business Entity Type 3,,0.267462,,0.049202,-19009,-1371
107912,0,Cash loans,M,Y,N,0,32586,138756,3226.88,118214.0,Working,Incomplete higher,Married,With parents,-23396,-2960,Medicine staff,4,Construction,0.445358,0.391825,,0.024766,-2704,-4853
107913,0,Revolving loans,F,N,Y,2,126325,36202,1034.34,31600.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17859,-3577,Managers,2,Business Entity Type 3,0.183843,0.802266,0.285424,0.050329,-7243,-5285
107914,0,Cash loans,F,Y,N,3,38663,151606,3445.59,140154.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-14010,-13855,Private service staff,2,Government,0.481161,0.896541,0.563769,0.024488,-9174,-2907
107915,0,Cash loans,F,Y,Y,1,126698,373663,12053.65,315786.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-14405,-3736,Drivers,3,Business Entity Type 2,0.716238,0.612231,0.146765,0.022068,-9186,-2801
107916,0,Cash loans,F,N,N,1,28621,126011,2135.78,118721.0,Working,Lower secondary,Married,Co-op apartment,-7588,-13592,nan,2,Other,0.124942,0.446156,0.259476,0.078426,-13688,-2384
107917,0,Revolving loans,M,N,Y,0,100058,230126,14382.88,187382.0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-22525,-2568,Managers,2,Trade: type 7,,0.540599,,0.070503,-13723,-1388
107918,0,Cash loans,M,N,Y,3,87536,896611,27170.03,895380.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-15485,-13032,Drivers,3,Self-employed,0.166857,0.731694,0.397593,0.075681,-20082,-4101
107919,1,Cash loans,F,Y,Y,0,202305,242302,8974.15,222062.0,Pensioner,Higher education,Single / not married,House / apartment,-18038,-2998,Cleaning staff,3,Construction,,0.52666,0.45677,0.035594,-22822,-4571
107920,0,Cash loans,F,N,Y,0,37748,415477,21867.21,300246.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-17984,365243,Cleaning staff,2,Government,0.410485,0.407258,0.037254,0.028815,-6220,-1316
107921,0,Cash loans,M,Y,N,1,76976,229533,4684.35,168351.0,State servant,Higher education,Separated,Office apartment,-11955,-5191,Cooking staff,2,Self-employed,0.144668,0.845133,0.785742,0.063073,-8385,-2335
107922,0,Cash loans,M,Y,N,1,80612,58166,2005.72,55173.0,Commercial associate,Higher education,Separated,Co-op apartment,-16490,-3268,Cooking staff,4,XNA,,0.169099,,0.016493,-16641,-5777
107923,0,Revolving loans,M,N,Y,0,72144,139783,4235.85,118291.0,Pensioner,Higher education,Civil marriage,With parents,-10610,-2619,Accountants,2,Business Entity Type 3,0.185105,0.451315,0.35304,0.079563,-5483,-291
107924,0,Cash loans,M,N,N,1,355320,77730,5979.23,64121.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-24041,-4955,Cooking staff,3,Business Entity Type 3,0.231154,0.224191,,0.077971,-5785,-4539
107925,0,Cash loans,F,N,Y,0,31223,658199,17789.16,544973.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-11716,-14406,Laborers,3,Government,0.053368,0.546728,0.09718,0.034075,-24556,-5318
107926,0,Cash loans,F,Y,N,0,32611,162712,3461.96,155035.0,Commercial associate,Lower secondary,Married,Office apartment,-23795,-11844,Accountants,3,Medicine,0.197939,0.31644,0.51288,0.005832,-19037,-1226
107927,0,Cash loans,F,Y,Y,1,195693,708635,15747.44,706983.0,Commercial associate,Incomplete higher,Single / not married,Co-op apartment,-18106,-2972,nan,4,Medicine,0.341264,,0.317031,0.066458,-4777,-3756
107928,0,Cash loans,F,N,Y,0,64356,219662,8786.48,154289.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14205,365243,Cleaning staff,3,XNA,0.499335,0.32118,0.306963,0.010378,-11548,-4694
107929,0,Revolving loans,M,N,N,1,54372,442365,27647.81,362997.0,Pensioner,Incomplete higher,Separated,Office apartment,-17765,-13414,Cleaning staff,2,Trade: type 7,0.20257,0.532594,,0.024557,-7661,-6973
107930,0,Revolving loans,M,Y,Y,0,207946,405384,7370.62,296418.0,Working,Higher education,Separated,Rented apartment,-13675,-13734,Core staff,2,Business Entity Type 2,0.267665,0.545367,0.383889,0.047698,-5546,-6751
107931,0,Cash loans,F,Y,N,0,118781,102246,3007.24,91423.0,Pensioner,Academic degree,Separated,Co-op apartment,-22166,-4939,Private service staff,3,Government,,0.669787,0.167963,0.068295,-6147,-3780
107932,0,Revolving loans,M,Y,Y,3,52384,2621065,90381.55,1880096.0,State servant,Secondary / secondary special,Married,With parents,-23025,-14491,Laborers,3,Business Entity Type 3,0.368024,,,0.023063,-11937,-13
107933,0,Revolving loans,F,N,Y,1,26697,119661,3068.23,98965.0,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-10071,-11264,Cooking staff,2,XNA,0.211591,0.426763,0.178173,0.050279,-18,-6016
107934,0,Revolving loans,F,N,Y,0,80676,67334,2321.86,51752.0,Pensioner,Academic degree,Single / not married,House / apartment,-18938,-10048,Managers,3,Medicine,,0.779984,0.53702,0.011676,-13425,-3990
107935,0,Revolving loans,M,Y,Y,2,216300,707807,13611.67,705912.0,Working,Higher education,Separated,Municipal apartment,-16986,-1714,Managers,4,Trade: type 7,0.658757,0.638605,0.083379,0.059543,-23406,-5331
107936,0,Revolving loans,M,Y,Y,0,279640,2449824,52123.91,,Working,Incomplete higher,Married,Rented apartment,-25151,-6256,Cooking staff,3,Business Entity Type 2,,0.396384,0.191357,0.026628,-8377,-2080
107937,0,Revolving loans,F,Y,N,3,110447,614793,11178.05,530147.0,Working,Incomplete higher,Separated,Municipal apartment,-14622,-11455,Accountants,2,XNA,,0.484905,0.134521,0.063649,-18055,-5220
107938,0,Cash loans,F,Y,N,0,54321,776902,14125.49,648214.0,Pensioner,Lower secondary,Single / not married,With parents,-21734,-9231,Laborers,3,Government,,0.736921,0.483911,0.014247,-21455,-3730
107939,1,Cash loans,M,Y,N,2,230380,348984,6345.16,317398.0,Commercial associate,Higher education,Single / not married,Office apartment,-20402,-12503,Cooking staff,4,Self-employed,0.237211,,,0.068693,-22397,-1357
107940,0,Revolving loans,M,N,N,1,94176,143121,2700.4,107607.0,Working,Lower secondary,Widow,With parents,-9340,365243,Cleaning staff,1,School,,0.283495,0.095318,0.051574,-6962,-4493
107941,0,Cash loans,F,N,Y,0,129595,945120,37804.8,774744.0,Pensioner,Academic degree,Married,Co-op apartment,-19927,365243,Medicine staff,3,Business Entity Type 2,0.343134,0.144074,0.222559,0.02096,-5594,-2522
107942,0,Cash loans,F,Y,N,1,62245,290794,5486.68,205618.0,Working,Lower secondary,Single / not married,Municipal apartment,-23419,-13238,Accountants,1,Government,,0.421074,,0.002732,-1125,-706
107943,0,Cash loans,M,N,N,3,145598,167730,8386.5,167490.0,Commercial associate,Lower secondary,Single / not married,Co-op apartment,-9262,-6175,Managers,2,Trade: type 7,,0.305278,0.398168,0.059373,-12133,-2008
107944,0,Cash loans,M,Y,Y,0,147331,147682,4343.59,146086.0,Working,Secondary / secondary special,Widow,House / apartment,-16235,-8065,Core staff,3,Self-employed,0.584106,0.35908,,0.077066,-1978,-3795
107945,0,Cash loans,F,Y,N,3,22340,114440,3576.25,110950.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-18023,-11244,nan,3,Construction,0.24255,0.42036,0.011843,0.067598,-2350,-1998
107946,0,Revolving loans,M,Y,Y,0,104159,214735,3702.33,,Pensioner,Academic degree,Single / not married,Rented apartment,-11527,-6665,Medicine staff,4,Trade: type 7,0.063162,0.538852,,0.008631,-5371,-4196
107947,1,Cash loans,F,N,N,2,216561,320936,6418.72,318616.0,Pensioner,Academic degree,Separated,Rented apartment,-20583,-3573,Medicine staff,3,XNA,0.215188,0.553201,0.179205,0.072138,-11796,-2051
107948,0,Cash loans,M,Y,Y,0,497927,463533,7991.95,378500.0,Commercial associate,Lower secondary,Widow,Office apartment,-15589,-10688,Medicine staff,3,Other,0.332918,0.607401,0.672138,0.015764,-7745,-2147
107949,0,Cash loans,F,Y,N,0,214590,530744,15610.12,421945.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-25005,-7895,Sales staff,3,Government,0.291687,0.391123,,0.061189,-9281,-1959
107950,0,Revolving loans,M,Y,Y,0,244447,30938,618.76,26654.0,Commercial associate,Incomplete higher,Separated,Office apartment,-24776,-554,Sales staff,1,Construction,,0.237073,0.741531,0.042325,-19884,-3789
107951,0,Revolving loans,F,N,Y,2,157062,509176,29951.53,392013.0,Commercial associate,Lower secondary,Separated,House / apartment,-22460,-11883,nan,1,Medicine,,0.632361,0.062465,0.015385,-5905,-4084
107952,0,Revolving loans,F,Y,Y,0,21564,63908,1101.86,62687.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-12440,-651,Accountants,2,Construction,,0.366979,,0.02877,-14862,-1592
107953,0,Cash loans,M,Y,Y,0,64642,472950,33782.14,461509.0,State servant,Academic degree,Single / not married,Municipal apartment,-11599,-4287,Laborers,4,Business Entity Type 2,,0.302479,,0.059419,-16658,-1358
107954,0,Revolving loans,M,Y,N,1,80034,3005907,91088.09,2381237.0,Working,Higher education,Married,Co-op apartment,-7421,-52,Private service staff,3,Business Entity Type 2,,0.710456,0.506871,0.067401,-2348,-2579
107955,0,Cash loans,F,N,N,1,57666,1800204,72008.16,1649499.0,Commercial associate,Academic degree,Civil marriage,With parents,-8006,-13620,nan,4,Other,0.095046,0.460033,0.201917,0.066681,-21149,-2835
107956,0,Cash loans,M,Y,N,0,282485,702275,19507.64,658182.0,Pensioner,Higher education,Civil marriage,With parents,-19084,-13071,Drivers,3,Construction,0.421775,0.437146,,0.0368,-11454,-4610
107957,0,Revolving loans,M,N,Y,3,18416,376476,25098.4,357955.0,State servant,Lower secondary,Widow,Rented apartment,-22654,-13096,Private service staff,2,Government,,0.473868,0.296939,0.070178,-5421,-2274
107958,0,Revolving loans,F,Y,Y,2,41700,135150,4660.34,113548.0,Working,Academic degree,Married,With parents,-12794,-9046,Laborers,3,Medicine,,0.190206,0.168446,0.05007,-14476,-3867
